MonthOfTravel,DayOfTravel,OverSeasPort,customs_port_code,passenger_type_code,direction_code,clnpr_code,overseas_state_code,main_country_visited_code,AgeAtTravelRange,sex_code,losa_range,travel_purpose_code,occupation_code,ta_code,TotalPassengerMovements
202204,unavailable,KUL,AKL,R,A,unavailable,unavailable,IN,25 - 34 years,M,28+ days,V,unavailable,unavailable,399
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,45 - 54 years,F,less than 7 days,H,unavailable,unavailable,342
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,25 - 34 years,F,less than 7 days,H,unavailable,unavailable,321
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,45 - 54 years,F,8 - 14 days,H,unavailable,unavailable,297
202204,unavailable,KUL,AKL,R,A,unavailable,unavailable,IN,25 - 34 years,F,28+ days,V,unavailable,unavailable,285
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,F,8 - 14 days,V,unavailable,unavailable,282
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,45 - 54 years,M,less than 7 days,H,unavailable,unavailable,279
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,25 - 34 years,M,less than 7 days,H,unavailable,unavailable,261
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,55 - 64 years,F,8 - 14 days,H,unavailable,unavailable,255
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,45 - 54 years,M,less than 7 days,B,unavailable,unavailable,249
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,55 - 64 years,M,8 - 14 days,H,unavailable,unavailable,246
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,55 - 64 years,F,less than 7 days,H,unavailable,unavailable,243
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,35 - 44 years,F,less than 7 days,H,unavailable,unavailable,237
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,55 - 64 years,M,less than 7 days,H,unavailable,unavailable,237
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,F,8 - 14 days,V,unavailable,unavailable,228
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,F,less than 7 days,V,unavailable,unavailable,204
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,45 - 54 years,M,8 - 14 days,H,unavailable,unavailable,198
202204,unavailable,BNE,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,F,8 - 14 days,V,unavailable,unavailable,195
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,25 - 34 years,F,8 - 14 days,H,unavailable,unavailable,195
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,45 - 54 years,F,8 - 14 days,V,unavailable,unavailable,195
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,35 - 44 years,M,less than 7 days,B,unavailable,unavailable,192
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,25 - 34 years,F,8 - 14 days,V,unavailable,unavailable,192
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,F,less than 7 days,V,unavailable,unavailable,186
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,M,less than 7 days,V,unavailable,unavailable,183
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,65 - 74 years,F,8 - 14 days,V,unavailable,unavailable,183
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,35 - 44 years,M,less than 7 days,H,unavailable,unavailable,180
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,12 - 18 years,F,less than 7 days,H,unavailable,unavailable,171
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,M,8 - 14 days,V,unavailable,unavailable,168
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,19 - 24 years,F,less than 7 days,H,unavailable,unavailable,165
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,25 - 34 years,F,8 - 14 days,V,unavailable,unavailable,165
202204,unavailable,NAN,AKL,R,A,unavailable,unavailable,FJ,35 - 44 years,F,less than 7 days,H,unavailable,unavailable,165
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,45 - 54 years,F,less than 7 days,V,unavailable,unavailable,162
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,65 - 74 years,F,8 - 14 days,V,unavailable,unavailable,159
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,25 - 34 years,F,less than 7 days,V,unavailable,unavailable,159
202204,unavailable,KUL,AKL,R,A,unavailable,unavailable,IN,35 - 44 years,M,28+ days,V,unavailable,unavailable,159
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,M,8 - 14 days,V,unavailable,unavailable,156
202204,unavailable,NAN,AKL,R,A,unavailable,unavailable,FJ,45 - 54 years,F,less than 7 days,H,unavailable,unavailable,150
202204,unavailable,NAN,AKL,R,A,unavailable,unavailable,FJ,25 - 34 years,F,less than 7 days,H,unavailable,unavailable,150
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,25 - 34 years,M,8 - 14 days,H,unavailable,unavailable,147
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,45 - 54 years,M,less than 7 days,B,unavailable,unavailable,147
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,25 - 34 years,M,8 - 14 days,V,unavailable,unavailable,144
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,25 - 34 years,F,less than 7 days,V,unavailable,unavailable,144
202204,unavailable,NAN,AKL,R,A,unavailable,unavailable,FJ,35 - 44 years,M,less than 7 days,H,unavailable,unavailable,141
202204,unavailable,NAN,AKL,R,A,unavailable,unavailable,FJ,01 - 11 years,M,less than 7 days,H,unavailable,unavailable,141
202204,unavailable,SIN,AKL,R,A,unavailable,unavailable,IN,25 - 34 years,M,28+ days,V,unavailable,unavailable,141
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,65 - 74 years,M,8 - 14 days,V,unavailable,unavailable,141
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,M,less than 7 days,B,unavailable,unavailable,141
202204,unavailable,KUL,AKL,R,A,unavailable,unavailable,IN,01 - 11 years,M,28+ days,V,unavailable,unavailable,138
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,65 - 74 years,F,15 to 27 days,V,unavailable,unavailable,138
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,65 - 74 years,F,15 to 27 days,V,unavailable,unavailable,138
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,25 - 34 years,M,8 - 14 days,V,unavailable,unavailable,135
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,65 - 74 years,M,8 - 14 days,V,unavailable,unavailable,135
202204,unavailable,BNE,AKL,R,A,unavailable,unavailable,AU,65 - 74 years,F,15 to 27 days,V,unavailable,unavailable,135
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,25 - 34 years,M,less than 7 days,V,unavailable,unavailable,135
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,35 - 44 years,F,8 - 14 days,V,unavailable,unavailable,135
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,35 - 44 years,F,8 - 14 days,H,unavailable,unavailable,132
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,35 - 44 years,M,less than 7 days,B,unavailable,unavailable,132
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,M,less than 7 days,V,unavailable,unavailable,132
202204,unavailable,BNE,AKL,R,A,unavailable,unavailable,AU,65 - 74 years,F,8 - 14 days,V,unavailable,unavailable,132
202204,unavailable,BNE,AKL,R,A,unavailable,unavailable,AU,45 - 54 years,F,8 - 14 days,V,unavailable,unavailable,132
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,45 - 54 years,M,8 - 14 days,V,unavailable,unavailable,132
202204,unavailable,BNE,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,M,8 - 14 days,V,unavailable,unavailable,129
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,65 - 74 years,M,8 - 14 days,H,unavailable,unavailable,126
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,01 - 11 years,M,8 - 14 days,V,unavailable,unavailable,126
202204,unavailable,BNE,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,F,15 to 27 days,V,unavailable,unavailable,126
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,12 - 18 years,F,8 - 14 days,H,unavailable,unavailable,123
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,55 - 64 years,F,15 to 27 days,V,unavailable,unavailable,123
202204,unavailable,NAN,AKL,R,A,unavailable,unavailable,FJ,45 - 54 years,M,less than 7 days,H,unavailable,unavailable,120
202204,unavailable,KUL,AKL,R,A,unavailable,unavailable,IN,01 - 11 years,F,28+ days,V,unavailable,unavailable,120
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,45 - 54 years,F,less than 7 days,V,unavailable,unavailable,120
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,45 - 54 years,F,8 - 14 days,V,unavailable,unavailable,120
202204,unavailable,BNE,AKL,R,A,unavailable,unavailable,AU,45 - 54 years,F,less than 7 days,V,unavailable,unavailable,117
202204,unavailable,MEL,AKL,R,A,unavailable,unavailable,AU,35 - 44 years,F,8 - 14 days,V,unavailable,unavailable,117
202204,unavailable,SYD,AKL,R,A,unavailable,unavailable,AU,35 - 44 years,F,less than 7 days,V,unavailable,unavailable,117
202204,unavailable,NAN,AKL,R,A,unavailable,unavailable,FJ,35 - 44 years,F,8 - 14 days,V,unavailable,unavailable,117
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,12 - 18 years,M,less than 7 days,H,unavailable,unavailable,117
202204,unavailable,RAR,AKL,R,A,unavailable,unavailable,CK,35 - 44 years,M,8 - 14 days,H,unavailable,unavailable,117
