Data,ID,Name,Class_1,Class_2,Class_3,Unit,Dim,Tick,Palette,ColourKey,Style,Prefix
hm14,SOE.Q.E102.na,Perception of monetary conditions (net) - 1 year out,Perception of monetary conditions (net) - 1 year out,Perception of monetary conditions (net),NA,%,Total %,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E210.na,Annual CPI growth - 1 year out,Annual CPI growth - 1 year out,Annual CPI growth,NA,%,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E215.na,Annual CPI growth - 2 years out,Annual CPI growth - 2 years out,Annual CPI growth,NA,%,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E220.na,Annual CPI growth - 5 years out,Annual CPI growth - 5 years out,Annual CPI growth,NA,%,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E230.na,Annual CPI growth - 10 years out,Annual CPI growth - 10 years out,Annual CPI growth,NA,%,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E350.na,Official Cash Rate (OCR) - End of current quarter,Official Cash Rate (OCR) - End of current quarter,Official Cash Rate (OCR),NA,%pa,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E351.na,Official Cash Rate (OCR) - 1 year out,Official Cash Rate (OCR) - 1 year out,Official Cash Rate (OCR),NA,%pa,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E353.na,Official Cash Rate (OCR) - 10 years out,Official Cash Rate (OCR) - 10 years out,Official Cash Rate (OCR),NA,%pa,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E356.na,Official Cash Rate (OCR) - 10 year average,Official Cash Rate (OCR) - 10 year average,Official Cash Rate (OCR),NA,%pa,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E310.na,10 year government bond yields - End of current quarter,10 year government bond yields - End of current quarter,10 year government bond yields,NA,%pa,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E311.na,10 year government bond yields - 1 year out,10 year government bond yields - 1 year out,10 year government bond yields,NA,%pa,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E402.ra,Annual GDP growth - 1 year out,Annual GDP growth - 1 year out,Annual GDP growth,NA,%,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E403.ra,Annual GDP growth - 2 years out,Annual GDP growth - 2 years out,Annual GDP growth,NA,%,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E460.na,Annual hourly wage growth - 1 year out,Annual hourly wage growth - 1 year out,Annual hourly wage growth,NA,%,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E461.na,Annual hourly wage growth - 2 years out,Annual hourly wage growth - 2 years out,Annual hourly wage growth,NA,%,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E470.na,Unemployment rate - 1 year out,Unemployment rate - 1 year out,Unemployment rate,NA,%,Total %,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E471.na,Unemployment rate - 2 years out,Unemployment rate - 2 years out,Unemployment rate,NA,%,Total %,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E320.na,US dollar exchange rate - Next quarter,US dollar exchange rate - Next quarter,US dollar exchange rate,NA,NZD/USD,NZD/USD,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E321.na,US dollar exchange rate - 1 year out,US dollar exchange rate - 1 year out,US dollar exchange rate,NA,NZD/USD,NZD/USD,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E330.na,Australian dollar exchange rate - Next quarter,Australian dollar exchange rate - Next quarter,Australian dollar exchange rate,NA,NZD/AUD,NZD/AUD,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E331.na,Australian dollar exchange rate - 1 year out,Australian dollar exchange rate - 1 year out,Australian dollar exchange rate,NA,NZD/AUD,NZD/AUD,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E480.na,House price index - 1 year out,House price index - 1 year out,House price index,NA,%,%,.2f,qual,navyspread,Line,NA
hm14,SOE.Q.E481.na,House price index - 2 years out,House price index - 2 years out,House price index,NA,%,%,.2f,qual,navyspread,Line,NA
hs32,BSPA.MAM2A4.P1,Owner occupier property use,Owner occupier property use,Total,Use,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAM2A4.P1H1,Interest only,Owner occupier property use,Interest only,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAM2A4.P1H2,Revolving credit,Owner occupier property use,Revolving credit,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAM2A4.P1H3,Principal & interest,Owner occupier property use,Principal & interest,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAM2A4.P1H6,Other,Owner occupier property use,Other,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAM3A4.P1,Residential investor property use,Residential investor property use,Total,Use,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAM3A4.P1N1,Interest only,Residential investor property use,Interest only,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAM3A4.P1N2,Revolving credit,Residential investor property use,Revolving credit,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAM3A4.P1N3,Principal & interest,Residential investor property use,Principal & interest,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAM3A4.P1N9,Other,Residential investor property use,Other,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPAS.MAN1A4.P2,Personal consumer loans,Personal consumer loans,Total,Use,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAN1A4.P2C1,Interest only,Personal consumer loans,Overdrafts,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAN1A4.P2C2,Revolving credit,Personal consumer loans,Credit cards,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAN1A4.P2C3,Principal & interest,Personal consumer loans,Term loans,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MAN1A4.P2C9,Other,Personal consumer loans,Other,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPAS.MALA4.P3,Business loans,Business loans,Total,Use,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P3N1,Interest only,Business loans,Interest only,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P3N2,Revolving credit,Business loans,Revolving credit,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P3N3,Principal & interest,Business loans,Principal & interest,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P3N6,Other,Business loans,Other,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPAS.MALA4.P4ZA,Agriculture loans,Agriculture loans,Total,Use,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P4N1A,Interest only,Agriculture loans,Interest only,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P4N2A,Revolving credit,Agriculture loans,Revolving credit,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P4N3A,Principal & interest,Agriculture loans,Principal & interest,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P4N6A,Other,Agriculture loans,Other,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P5,Financial institutions loans,Financial institutions loans,Total,Use,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P5N1,Interest only,Financial institutions loans,Interest only,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P5N2,Revolving credit,Financial institutions loans,Revolving credit,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P5N3,Principal & interest,Financial institutions loans,Principal & interest,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P5N6,Other,Financial institutions loans,Other,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P9,Other loans,Other loans,Total,Use,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P9N1,Interest only,Other loans,Interest only,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P9N2,Revolving credit,Other loans,Revolving credit,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P9N3,Principal & interest,Other loans,Principal & interest,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
hs32,BSPA.MALA4.P9N6,Other,Other loans,Other,Type,NZDm,NZDm,",d",qual,teal_dark,Fill,NA
fuel,USD per Barrel,USD per Barrel,NA,USD per Barrel,NA,NA,$,",d",qual,teal_dark,Line,NA
fuel,NZD per Barrel,NZD per Barrel,NA,NZD per Barrel,NA,NA,$,",d",qual,teal_dark,Line,NA
adp,Available monthly stay unit capacity,Available monthly stay unit capacity,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Average guests per stay unit night,Average guests per stay unit night,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Average nights stayed per guest,Average nights stayed per guest,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Average stay units per establishment,Average stay units per establishment,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Capacity utilisation rate (%),Capacity utilisation rate (%),NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Domestic guest nights,Domestic guest nights,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Guest arrivals,Guest arrivals,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,International guest nights,International guest nights,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Monthly stay unit capacity,Monthly stay unit capacity,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Number of active establishments,Number of active establishments,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Number of establishments,Number of establishments,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Number of stay units,Number of stay units,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Occupancy rate (%),Occupancy rate (%),NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Percentage of stay unit capacity available (%),Percentage of stay unit capacity available (%),NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Proportion of domestic guests (%),Proportion of domestic guests (%),NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Proportion of international guests (%),Proportion of international guests (%),NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Stay unit nights occupied,Stay unit nights occupied,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
adp,Total guest nights,Total guest nights,NA,NA,NA,NA,NA,",d",qual,black,Bar,NA
bond,Lodged Bonds,Lodged Bonds,NA,NA,NA,NA,$,",d",qual,black,Line,NA
bond,Active Bonds,Active Bonds,NA,NA,NA,NA,$,",d",qual,black,Line,NA
bond,Closed Bonds,Closed Bonds,NA,NA,NA,NA,$,",d",qual,black,Line,NA
bond,Median Rent,Median Rent,NA,NA,NA,NA,$,",d",qual,black,Line,NA
bond,Geometric Mean Rent,Geometric Mean Rent,NA,NA,NA,NA,$,",d",qual,black,Line,NA
bond,Upper Quartile Rent,Upper Quartile Rent,NA,NA,NA,NA,$,",d",qual,black,Line,NA
bond,Lower Quartile Rent,Lower Quartile Rent,NA,NA,NA,NA,$,",d",qual,black,Line,NA
bond,Log Std Dev Weekly Rent,Log Std Dev Weekly Rent,NA,NA,NA,NA,$,",d",qual,black,Line,NA
border,Arrivals,Arrivals,-,-,-,-,-,",d",qual,black,NA,NA
NDM01,All house types,VALUE,All house types,All house types,Total,-,-,",d",qual,teal_dark,Fill,NA
NDM01,Single house,VALUE,Single house,Single house,Stack,-,-,",d",qual,teal_dark,Line,NA
NDM01,Scheme house,VALUE,Scheme house,Scheme house,Stack,-,-,",d",qual,teal_dark,Line,NA
NDM01,Apartment,VALUE,Apartment,Apartment,Stack,-,-,",d",qual,teal_dark,Line,NA
