SA2_CODE21,SA2_NAME21,longitude,latitude,CBR_drive_minutes,SYD_drive_minutes,MEL_drive_minutes,CBR_drive_km,SYD_drive_km,MEL_drive_km
124011453,Lawson - Hazelbrook - Linden,150.45657911433184,-33.72530561,221.156,87.15016666666666,568.9580000000001,315.40097,90.5737,893.22119
124011454,Springwood - Winmalee,150.5919306130837,-33.68939799,206.26733333333334,72.2615,554.0693333333334,303.84716,79.01988,881.66738
124011455,Wentworth Falls,150.3890563616522,-33.72706179,232.32466666666667,98.31883333333333,580.1266666666667,322.60416,97.77689,900.42438
124021456,Blue Mountains - South,150.2659230504607,-34.00995561,209.7813333,75.7755,557.5833333,302.561845,77.73457,880.382065
124031457,Cambridge Park,150.73339217386038,-33.7438879,187.238,53.232166666666664,535.0400000000001,282.51953000000003,57.69225,860.33975
124031459,Emu Plains - Leonay,150.66291255104545,-33.74609461,188.27933333333334,54.27366666666667,536.0813333333333,289.71713,64.88986,867.53738
124031460,Glenmore Park - Regentville,150.67429357842738,-33.78489658,186.51716666666667,52.51133333333333,534.3191666666667,286.76403000000005,61.936769999999996,864.58425
124031461,Jamisontown - South Penrith,150.69099322515856,-33.77133926,183.14933333333332,49.1435,530.9513333333333,283.43771999999996,58.610459999999996,861.25794
124031462,Kingswood - Werrington,150.7375110780991,-33.76542529,182.88299999999998,48.87716666666667,530.685,279.48334,54.65609,857.3035600000001
124031463,Mulgoa - Luddenham - Orchard Hills,150.6825258996621,-33.83514631,175.91383333333334,47.78933333333334,523.7158333333333,275.422,59.36739,853.24225
124031464,Penrith,150.69756527463952,-33.74695547,189.4445,55.43866666666667,537.2465,287.72715999999997,62.89989,865.54738
124031465,Warragamba - Silverdale,150.60254751222854,-33.91261561,174.15266666666668,60.8405,521.9546666666666,249.82335999999998,70.061,827.64363
124031707,Cranebrook - Castlereagh,150.68749746948038,-33.68846703,203.58333333333334,69.5775,551.3853333333334,294.6155,69.78823,872.43575
124031708,Jordan Springs - Llandilo,150.7459094090178,-33.71265596,188.8445,57.7645,536.6465000000001,282.94194,58.14331,860.7621899999999
124041466,Richmond - Clarendon,150.74982524433744,-33.58722056,198.72899999999998,67.649,546.5310000000001,293.12841,68.32978,870.94863
